Country Name,Country Code,Indicator Name,Indicator Code,Year,Forest Area (% of land)
South Asia,SAS,Forest area (% of land area),AG.LND.FRST.ZS,2004,24.1653454753024
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,2004,0.454484134921779
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,2004,45.183399989612
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,2004,25.1149492017417
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,2004,90.5563415505538
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,2004,39.4918536990856
El Salvador,SLV,Forest area (% of land area),AG.LND.FRST.ZS,2004,31.6544401544402
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,2004,16.6666666666667
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,2004,11.4897822552364
Sub-Saharan Africa (excluding high income),SSA,Forest area (% of land area),AG.LND.FRST.ZS,2004,31.630098951177
Sub-Saharan Africa,SSF,Forest area (% of land area),AG.LND.FRST.ZS,2004,30.8146703476643
Small states,SST,Forest area (% of land area),AG.LND.FRST.ZS,2004,65.892299234302
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,2004,60.6833333333333
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,2004,95.4750120570607
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,2004,39.6675675675676
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,2004,61.4995034756703
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,2004,69.0504755613067
Eswatini,SWZ,Forest area (% of land area),AG.LND.FRST.ZS,2004,27.7988372093023
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,2004,73.2608695652174
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,2004,2.48450182491693
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,2004,11.0736842105263
Chad,TCD,Forest area (% of land area),AG.LND.FRST.ZS,2004,4.78383100381194
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,2004,29.1664770720136
Europe & Central Asia (IDA & IBRD countries),TEC,Forest area (% of land area),AG.LND.FRST.ZS,2004,38.944335076802
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,2004,23.1039970582828
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,2004,38.0277554855253
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,2004,2.92940840240069
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,2004,8.78215904496414
Latin America & the Caribbean (IDA & IBRD countries),TLA,Forest area (% of land area),AG.LND.FRST.ZS,2004,49.6858699885328
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,2004,63.4498991257566
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Forest area (% of land area),AG.LND.FRST.ZS,2004,2.55789488331965
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,2004,12.4305555555556
South Asia (IDA & IBRD),TSA,Forest area (% of land area),AG.LND.FRST.ZS,2004,24.1653454753024
Sub-Saharan Africa (IDA & IBRD countries),TSS,Forest area (% of land area),AG.LND.FRST.ZS,2004,30.8146703476643
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,2004,45.8
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,2004,4.34913748712667
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,2004,26.665075425854
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,2004,33.3333333333333
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,2004,58.9094716640325
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,2004,15.0039437465592
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,2004,16.4414678772396
Upper middle income,UMC,Forest area (% of land area),AG.LND.FRST.ZS,2004,29.9155379665618
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,2004,8.64998285910182
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,2004,33.3565016939681
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,2004,7.15084351834219
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,2004,73.1794871794872
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,2004,54.9771554900516
British Virgin Islands,VGB,Forest area (% of land area),AG.LND.FRST.ZS,2004,24.3866666666667
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,2004,56.1542857142857
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2004,40.0738026897152
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,2004,36.2838392124692
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,2004,32.1772151348171
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,2004,59.852296819788
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,2004,1.03983180862549
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,2004,14.5351870017888
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,2004,63.1038889412018
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,2004,46.9993537546853
Aruba,ABW,Forest area (% of land area),AG.LND.FRST.ZS,2005,2.33333333333333
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,2005,37.6421527632078
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,2005,1.85278199408184
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,2005,21.1346475373047
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,2005,60.1053220502126
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,2005,28.3096715328467
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,2005,34.0425531914894
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,2005,1.71278950510318
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,2005,4.41234863418755
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,2005,11.618414946523
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,2005,11.6473480857042
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,2005,87.9
Antigua and Barbuda,ATG,Forest area (% of land area),AG.LND.FRST.ZS,2005,20.7159090909091
Australia,AUS,Forest area (% of land area),AG.LND.FRST.ZS,2005,17.0105437173763
Austria,AUT,Forest area (% of land area),AG.LND.FRST.ZS,2005,46.6634755210858
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,2005,12.21700096782
Burundi,BDI,Forest area (% of land area),AG.LND.FRST.ZS,2005,7.55218068535826
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,2005,22.3711799030759
Benin,BEN,Forest area (% of land area),AG.LND.FRST.ZS,2005,34.4550372472508
Burkina Faso,BFA,Forest area (% of land area),AG.LND.FRST.ZS,2005,25.4623538011696
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,2005,14.6296005223938
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,2005,32.7319587628866
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.601351351351351
"Bahamas, The",BHS,Forest area (% of land area),AG.LND.FRST.ZS,2005,50.9350649350649
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,2005,41.15537109375
Belarus,BLR,Forest area (% of land area),AG.LND.FRST.ZS,2005,41.6672829371946
Belize,BLZ,Forest area (% of land area),AG.LND.FRST.ZS,2005,62.487724682157
Bermuda,BMU,Forest area (% of land area),AG.LND.FRST.ZS,2005,18.5185185185185
Bolivia,BOL,Forest area (% of land area),AG.LND.FRST.ZS,2005,49.9341825902335
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,2005,63.5709200850907
Barbados,BRB,Forest area (% of land area),AG.LND.FRST.ZS,2005,14.6511627906977
Brunei Darussalam,BRN,Forest area (% of land area),AG.LND.FRST.ZS,2005,73.719165085389
Bhutan,BTN,Forest area (% of land area),AG.LND.FRST.ZS,2005,69.6708817587953
Botswana,BWA,Forest area (% of land area),AG.LND.FRST.ZS,2005,30.0481710867609
Central African Republic,CAF,Forest area (% of land area),AG.LND.FRST.ZS,2005,36.5228418247777
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,2005,38.7662262048566
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,2005,33.1388507968216
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,2005,30.7572827916362
Channel Islands,CHI,Forest area (% of land area),AG.LND.FRST.ZS,2005,4.67171717171717
Chile,CHL,Forest area (% of land area),AG.LND.FRST.ZS,2005,21.8836042026436
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,2005,20.1109081284255
Cote d'Ivoire,CIV,Forest area (% of land area),AG.LND.FRST.ZS,2005,14.2453301886792
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,2005,44.9514184172114
"Congo, Dem. Rep.",COD,Forest area (% of land area),AG.LND.FRST.ZS,2005,61.9898105467458
"Congo, Rep.",COG,Forest area (% of land area),AG.LND.FRST.ZS,2005,64.8169838945827
Colombia,COL,Forest area (% of land area),AG.LND.FRST.ZS,2005,55.6752095538531
Comoros,COM,Forest area (% of land area),AG.LND.FRST.ZS,2005,21.2197743148845
Cabo Verde,CPV,Forest area (% of land area),AG.LND.FRST.ZS,2005,10.2282878411911
Costa Rica,CRI,Forest area (% of land area),AG.LND.FRST.ZS,2005,56.0949862906385
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,2005,90.7679395161605
Cuba,CUB,Forest area (% of land area),AG.LND.FRST.ZS,2005,25.2113866967306
Cayman Islands,CYM,Forest area (% of land area),AG.LND.FRST.ZS,2005,53.4375
Cyprus,CYP,Forest area (% of land area),AG.LND.FRST.ZS,2005,18.6390692640693
Czechia,CZE,Forest area (% of land area),AG.LND.FRST.ZS,2005,34.2652731038053
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,2005,32.6341897006537
Djibouti,DJI,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.241587575496117
Dominica,DMA,Forest area (% of land area),AG.LND.FRST.ZS,2005,63.8266666666667
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,2005,14.476125
Dominican Republic,DOM,Forest area (% of land area),AG.LND.FRST.ZS,2005,41.8711446905403
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.734127150738536
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,2005,29.4575969392588
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,2005,23.8992083808924
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,2005,26.3810976474689
Europe & Central Asia (excluding high income),ECA,Forest area (% of land area),AG.LND.FRST.ZS,2005,10.1518276030367
Europe & Central Asia,ECS,Forest area (% of land area),AG.LND.FRST.ZS,2005,38.1002771222337
Ecuador,ECU,Forest area (% of land area),AG.LND.FRST.ZS,2005,53.8707722660654
"Egypt, Arab Rep.",EGY,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.0627103320106484
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,2005,37.1769191026169
Eritrea,ERI,Forest area (% of land area),AG.LND.FRST.ZS,2005,9.1109855799934
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,2005,35.7042517381635
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,2005,53.9621372965322
Ethiopia,ETH,Forest area (% of land area),AG.LND.FRST.ZS,2005,16.0938359195173
European Union,EUU,Forest area (% of land area),AG.LND.FRST.ZS,2005,38.6056707939856
Fragile and conflict affected situations,FCS,Forest area (% of land area),AG.LND.FRST.ZS,2005,26.7178428568124
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,2005,73.3570373288683
Fiji,FJI,Forest area (% of land area),AG.LND.FRST.ZS,2005,56.915982484948
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,2005,28.9531500830051
Faroe Islands,FRO,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.0573065902578797
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,2005,91.4214285714286
Gabon,GAB,Forest area (% of land area),AG.LND.FRST.ZS,2005,91.8799433383785
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,2005,12.4271483486959
Georgia,GEO,Forest area (% of land area),AG.LND.FRST.ZS,2005,40.171247661534
Ghana,GHA,Forest area (% of land area),AG.LND.FRST.ZS,2005,36.8979959567549
Gibraltar,GIB,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.0
Guinea,GIN,Forest area (% of land area),AG.LND.FRST.ZS,2005,27.4662217157741
"Gambia, The",GMB,Forest area (% of land area),AG.LND.FRST.ZS,2005,32.4767786561265
Guinea-Bissau,GNB,Forest area (% of land area),AG.LND.FRST.ZS,2005,74.9166073968705
Equatorial Guinea,GNQ,Forest area (% of land area),AG.LND.FRST.ZS,2005,91.7573975044563
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,2005,29.100204034135
Grenada,GRD,Forest area (% of land area),AG.LND.FRST.ZS,2005,52.0588235294118
Greenland,GRL,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.0005359970763795
Guatemala,GTM,Forest area (% of land area),AG.LND.FRST.ZS,2005,37.0091452034341
Guam,GUM,Forest area (% of land area),AG.LND.FRST.ZS,2005,44.4444444444444
Guyana,GUY,Forest area (% of land area),AG.LND.FRST.ZS,2005,94.1936245872492
High income,HIC,Forest area (% of land area),AG.LND.FRST.ZS,2005,35.7314866543515
Honduras,HND,Forest area (% of land area),AG.LND.FRST.ZS,2005,59.673518634373
Heavily indebted poor countries (HIPC),HPC,Forest area (% of land area),AG.LND.FRST.ZS,2005,31.4619457967489
Croatia,HRV,Forest area (% of land area),AG.LND.FRST.ZS,2005,33.995068258166
Haiti,HTI,Forest area (% of land area),AG.LND.FRST.ZS,2005,13.7705007256894
Hungary,HUN,Forest area (% of land area),AG.LND.FRST.ZS,2005,22.1379310344828
IBRD only,IBD,Forest area (% of land area),AG.LND.FRST.ZS,2005,34.2068642044154
IDA & IBRD total,IBT,Forest area (% of land area),AG.LND.FRST.ZS,2005,33.2053864107422
IDA total,IDA,Forest area (% of land area),AG.LND.FRST.ZS,2005,30.0987951224151
IDA blend,IDB,Forest area (% of land area),AG.LND.FRST.ZS,2005,32.0444691325531
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,2005,53.5118952191696
IDA only,IDX,Forest area (% of land area),AG.LND.FRST.ZS,2005,29.5660017864949
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,2005,6.07017543859649
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,2005,23.0538579774586
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,2005,9.80359994193642
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,2005,6.14505513396694
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,2005,1.87827240094199
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.371571072319202
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,2005,7.09334565619224
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,2005,29.4153382614518
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,2005,49.8361034164358
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,2005,1.10494106980961
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,2005,68.3703703703704
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,2005,1.15551827980887
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,2005,6.65700003514074
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,2005,6.28409801876955
Cambodia,KHM,Forest area (% of land area),AG.LND.FRST.ZS,2005,60.5320360299116
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,2005,1.45679012345679
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,2005,42.3076923076923
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,2005,66.4068146618482
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.311447811447811
Latin America & Caribbean (excluding high income),LAC,Forest area (% of land area),AG.LND.FRST.ZS,2005,49.9872409026372
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,2005,74.4486568457539
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,2005,13.4667644183773
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,2005,83.797134551495
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,2005,0.123327687918433
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,2005,34.2459016393443
Latin America & Caribbean,LCN,Forest area (% of land area),AG.LND.FRST.ZS,2005,49.2765123007479
Least developed countries: UN classification,LDC,Forest area (% of land area),AG.LND.FRST.ZS,2005,31.2853955407867
